Model_ID,Metric,a,b,c
2,Train_Score,0.001686714929257027,-21.349155098186266,0.9722807779162227
2,Valid_Score,0.0016598378689222752,-13.090502772964992,0.9727861220723795
2,Train_Loss,-0.0056465091766444,-21.278520534613044,0.08679674747298513
2,Valid_Loss,-0.005961409187500528,-8.093191673211306,0.08761588801175961
3,Train_Score,0.0018960450587890247,-79.22595326122335,0.9681359819326029
3,Valid_Score,0.0019310826744010348,-79.24471797910927,0.9679318344830071
3,Train_Loss,-0.006486557942306749,-79.00084895820281,0.10188237293605666
3,Valid_Loss,-0.0068192511812808256,-78.0154623353603,0.10396704955178666
