Model_ID,Train_Time,Train_Score,Valid_Score,Train_Loss,Valid_Loss
0,25.510873556137085,0.9978160548360903,0.9794056096958323,0.0,0.0
0,50.28496694564819,0.9977890429293944,0.979610938220195,0.0,0.0
0,75.03393602371216,0.9977381806594461,0.9791518548671329,0.0,0.0
0,99.55514693260193,0.9977690676698284,0.9794877584417269,0.0,0.0
0,124.13516235351562,0.997741962659258,0.9793571517230207,0.0,0.0
0,148.71516919136047,0.9977867427805012,0.9793600306564284,0.0,0.0
0,173.16828680038452,0.9977652181160289,0.9790535453815717,0.0,0.0
0,197.5441837310791,0.9978300882207836,0.979479687040262,0.0,0.0
1,12.823721647262573,0.9799452342351974,0.9791722175433124,0.0,0.0
1,25.83818817138672,0.9799804440057183,0.9796705403299875,0.0,0.0
1,38.69433403015137,0.9799305295620232,0.9788208781205184,0.0,0.0
1,51.65526366233826,0.9799829370326011,0.9792686420251425,0.0,0.0
1,64.54625225067139,0.9801373172290281,0.9789738154740606,0.0,0.0
1,77.4322099685669,0.9799105291543434,0.9792100199558641,0.0,0.0
1,90.35102939605713,0.98007184664259,0.9786603006894522,0.0,0.0
1,103.26380109786987,0.9799047650214862,0.9790927690855026,0.0,0.0
2,21.90996551513672,0.9713587194055944,0.9762441597732843,0.08920350174543325,0.07320777633610893
2,36.00614547729492,0.9758686625874126,0.9774217792585784,0.07472922516973703,0.06932438811396852
2,50.110645055770874,0.9770811707823427,0.9788531135110294,0.07034540570803456,0.06518398130349085
2,64.23658013343811,0.9780351972246504,0.9794850068933824,0.06739712593542946,0.06298704660844569
2,78.42146873474121,0.9787488390515734,0.9800044041053921,0.06515164345867568,0.06125923121968905
2,92.52492332458496,0.9792371203015734,0.9805716720281863,0.06343281325864625,0.059071143176041396
2,106.70430421829224,0.9796953534746503,0.9804519952512255,0.06182937281844499,0.0596942942881701
2,120.97122716903687,0.9800866613854895,0.9801001455269608,0.06055940933317155,0.05967474571776157
2,135.16233777999878,0.9804175316870629,0.9811748429840687,0.05959000087024032,0.0569911344597737
2,149.360830783844,0.9806224049388111,0.9817516850490197,0.058771497477497256,0.055420402656583226
2,163.62948966026306,0.9809249344405594,0.9816248276654411,0.05785883210755728,0.0558494435367631
2,177.901704788208,0.9811410757211538,0.9823476753982843,0.057047794777509216,0.05331705097912574
2,192.23285031318665,0.9813456075174826,0.9825918160232843,0.056430019490368716,0.053070012589587885
2,206.60961389541626,0.9815098475743007,0.9825942095588235,0.055970293629940576,0.053028353033404724
2,220.9125521183014,0.9816221864073427,0.9824266620710784,0.05534376014883702,0.05307847896919531
2,235.28475713729858,0.981755354020979,0.9826899509803921,0.05495903508646505,0.05228848189261614
2,249.60892415046692,0.9819291548295455,0.9829005821078431,0.05451146709517791,0.0515877958752361
2,263.8699541091919,0.9820339816433566,0.9830370136335784,0.05406597027672338,0.05115451985130123
2,278.1073260307312,0.9821517837631119,0.9828551049325981,0.05366296498039803,0.05109589298566183
2,292.3137276172638,0.9822340745192307,0.9832476447610294,0.053470222159594925,0.050314573899788016
2,315.415757894516,0.9809310806381119,0.9817133884803921,0.05799303228048595,0.05500799632978206
2,329.72059059143066,0.9812561461975524,0.9814046223958334,0.057039961734643346,0.05760474985136705
2,344.047438621521,0.9815484320367133,0.9810192631740197,0.056086797199466014,0.05649973320610383
2,358.25337266921997,0.9816652097902098,0.982876646752451,0.05549307017215899,0.05171119571462566
2,372.53007435798645,0.9819042285839161,0.9819144454656863,0.05461522622385642,0.05441993562614217
2,386.7307827472687,0.9821890024038461,0.9823763978247549,0.05395089505904621,0.05254847644006505
2,400.96974301338196,0.9822217821241259,0.9814812155330882,0.0534548646685752,0.05393619992423291
2,415.2719678878784,0.9824280211975525,0.9826229319852942,0.05279061176351734,0.05198997931153167
2,429.52741289138794,0.9825847492351398,0.9832261029411765,0.052213545547394484,0.050416032546291165
2,443.7475583553314,0.982744891826923,0.9810886757046569,0.05179281606879476,0.05658525842077592
2,458.00931310653687,0.9828490357298951,0.9829053691789216,0.05136355413579857,0.051180057921538166
2,472.27878975868225,0.9829723011363637,0.9838675704656863,0.05106941761930923,0.04777724420030912
2,486.53745102882385,0.983075420673077,0.9842409620098039,0.05063301465649913,0.04721317684971819
2,500.8437581062317,0.9832297585227273,0.9841667624080882,0.05025694755303276,0.04722486823505046
2,515.0731091499329,0.983254343312937,0.9841332529105392,0.05002962717252386,0.04769179528104324
2,529.3928213119507,0.9833762428977273,0.9844515931372549,0.04960755869173086,0.046261967981562895
2,544.0520324707031,0.9834568263767482,0.9842768650428921,0.04945311506728192,0.04687907382407609
2,558.558721780777,0.9835920427229021,0.9845784505208334,0.04906726166267287,0.04591162006060282
2,572.9533095359802,0.9836091154938811,0.9841117110906863,0.04885841715377528,0.047100333022136315
2,587.2401769161224,0.98365077305507,0.9846933402267157,0.048626232145914244,0.04523577657984752
2,609.940705537796,0.9823494864510489,0.9820652382046569,0.053119088644226944,0.054483316875263754
2,624.1930596828461,0.9824898246284965,0.9814070159313726,0.05282905290906246,0.055303062074909023
